19,Japan,0.978,,1,,0.906,,0.927,,87.7,,81.5,,15.2,,15.3,,13.1,h,12.6,h,"30,584",,"55,869",
19,Liechtenstein,,,,,,,,,,,,,13.8,,16,,,,,,,,,
22,Slovenia,1.001,,1,,0.916,,0.914,,84,,78.6,,18.3,,16.8,,12.6,,12.7,,"33,885",,"42,312",
23,Korea (Republic of),0.936,,3,,0.881,,0.941,,86,,79.9,,15.9,,17,,11.4,,12.9,,"27,734",,"58,309",
23,Luxembourg,0.976,,1,,0.901,,0.923,,84.3,,80.2,,14.3,,14.2,,12,g,12.6,g,"58,642",,"86,488",e
25,Spain,0.986,,1,,0.896,,0.909,,86.2,,80.8,,18,,17.2,,10.2,,10.3,,"32,881",,"49,356",
26,France,0.987,,1,,0.895,,0.907,,85.5,,79.7,,16,,15.3,,11.3,,11.7,,"39,478",,"55,375",
27,Czechia,0.985,,1,,0.893,,0.906,,81.9,,76.8,,17.5,,16.1,,12.5,f,12.9,f,"29,480",,"47,012",
28,Malta,0.966,,2,,0.877,,0.909,,84.3,,80.7,,16.5,,15.7,,11.1,,11.6,,"29,368",,"49,686",
29,Estonia,1.017,,1,,0.896,,0.882,,82.7,,74.4,,16.8,,15.2,,13.6,f,12.7,f,"27,086",,"45,984",
29,Italy,0.968,,2,,0.875,,0.905,,85.5,,81.3,,16.4,,15.8,,10.2,i,10.6,i,"31,639",,"54,529",
31,United Arab Emirates,0.931,,3,,0.842,,0.905,,79.3,,77.3,,14.8,,14.1,,11.7,i,12.4,i,"28,578",,"84,723",e
32,Greece,0.963,,2,,0.869,,0.902,,84.7,,79.8,,17.5,,18.1,,10.3,,10.8,,"24,062",,"36,476",
33,Cyprus,0.979,,1,,0.876,,0.895,,83,,78.9,,15.4,,14.9,,12.1,,12.3,,"31,881",,"44,533",
34,Lithuania,1.03,,2,,0.894,,0.868,,81.4,,70.3,,17.1,,16.2,,13.1,,13,,"30,987",,"41,389",
35,Poland,1.007,,1,,0.88,,0.874,,82.6,,74.8,,16.9,,15.3,,12.5,g,12.4,g,"24,827",,"38,850",
36,Andorra,,,,,,,,,,,,,,,,,10.4,,10.6,,,,,
37,Latvia,1.036,,2,,0.879,,0.849,,80,,70.2,,16.8,,15.5,,13.4,f,12.6,f,"25,758",,"35,584",
38,Portugal,0.988,,1,,0.858,,0.868,,84.9,,79,,16.5,,16.6,,9.4,,9.1,,"28,937",,"39,571",
39,Slovakia,0.992,,1,,0.855,,0.862,,81,,74,,15,,14,,12.6,f,12.8,f,"24,618",,"40,014",
40,Hungary,0.981,,1,,0.844,,0.861,,80.3,,73.2,,15.5,,14.9,,11.7,,12.2,,"23,170",,"40,316",
40,Saudi Arabia,0.896,,5,,0.791,,0.883,,76.8,,73.9,,16,,16.2,,9.8,,10.5,,"16,512",,"70,181",
42,Bahrain,0.922,,4,,0.806,,0.874,,78.4,,76.4,,16.7,,16.1,,9.1,,9.7,,"19,059",,"55,565",
43,Chile,0.963,,2,,0.833,,0.865,,82.4,,77.8,,16.7,,16.2,,10.5,,10.7,,"16,398",,"30,322",
43,Croatia,0.99,,1,,0.848,,0.857,,81.6,,75.3,,16,,14.5,,11.1,g,12.2,g,"23,775",,"32,689",
45,Qatar,1.03,,2,,0.866,,0.841,,82,,79.1,,14.1,,11.3,,11.3,,9.4,,"45,338",,"107,833",e
46,Argentina,0.993,,1,,0.835,,0.84,,80,,73.2,,18.9,,16.4,,11.1,f,10.7,f,"14,872",,"27,826",
47,Brunei Darussalam,0.981,,1,,0.83,,0.846,,77.1,,74.7,,14.8,,13.9,,9.1,h,9.2,h,"54,386",,"72,835",
48,Montenegro,0.966,,2,,0.814,,0.843,,79.3,,74.4,,15.4,,14.7,,10.9,j,12.3,j,"17,518",,"25,368",
49,Romania,0.991,,1,,0.824,,0.831,,79.5,,72.6,,14.7,,13.9,,10.8,,11.4,,"24,433",,"34,846",
50,Palau,,,,,,,,,,,,,16.3,i,15.3,i,,,,,,,,
51,Kazakhstan,0.98,,1,,0.807,,0.823,,77.7,,69.2,,15.8,,15.1,,10.9,i,11.9,i,"16,791",,"29,296",
52,Russian Federation,1.007,,1,,0.823,,0.817,,77.8,,67.1,,15.3,,14.8,,11.9,i,12.1,i,"19,694",,"33,640",
53,Belarus,1.007,,1,,0.824,,0.819,,79.6,,69.7,,15.7,,15.2,,12.2,j,12.4,j,"14,911",,"22,721",
54,Turkey,0.924,,4,,0.784,,0.848,,80.6,,74.7,,16,f,17.1,f,7.3,,9,,"17,854",,"37,807",
55,Uruguay,1.016,,1,,0.814,,0.801,,81.5,,74.1,,17.1,,15.1,,9.2,,8.6,,"15,445",,"25,008",
56,Bulgaria,0.995,,1,,0.813,,0.817,,78.7,,71.6,,14.6,,14.2,,11.5,,11.2,,"18,453",,"28,483",
57,Panama,1.019,,1,,0.826,,0.811,,81.8,,75.4,,13.5,,12.4,,11.2,h,10,h,"24,050",,"35,049",
58,Bahamas,,,,,,,,,76.1,,71.7,,,,,,11.7,,11.4,,"27,560",,"40,295",
58,Barbados,1.008,,1,,0.816,,0.809,,80.5,,77.8,,16.8,,14,,11,k,10.3,k,"12,656",,"17,370",
60,Oman,0.936,,3,,0.768,,0.821,,80.3,,76.1,,15,,13.7,,10.6,i,9.4,i,"7,959",,"35,201",
61,Georgia,0.98,,1,,0.8,,0.817,,78.1,,69.3,,15.5,,15,,13.2,,13.1,,"9,475",,"19,864",
62,Costa Rica,0.981,,1,,0.802,,0.818,,82.9,,77.7,,16.4,,15.4,,8.9,,8.6,,"13,476",,"23,501",
62,Malaysia,0.972,,2,,0.797,,0.821,,78.3,,74.2,,14,,13.3,,10.3,,10.5,,"20,825",,"33,877",
64,Kuwait,0.983,,1,,0.793,,0.807,,76.6,,74.8,,15.2,,13.2,,8,,6.8,,"31,698",,"75,840",e
64,Serbia,0.977,,1,,0.797,,0.815,,78.6,,73.4,,15.3,,14.2,,10.8,,11.6,,"13,990",,"20,525",
66,Mauritius,0.976,,1,,0.791,,0.811,,78.5,,71.7,,15.7,,14.4,,9.4,h,9.7,h,"15,870",,"34,898",
,HIGH HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,
67,Seychelles,,,,,,,,,77.4,,69.9,,15.3,,13.1,,9.9,l,10.1,l,,,,
67,Trinidad and Tobago,1.003,,1,,0.796,,0.793,,76.2,,70.9,,14,i,12,i,11.1,h,10.9,h,"20,482",,"32,121",
69,Albania,0.967,,2,,0.78,,0.807,,80.2,,77,,15.5,,14,,9.7,m,10.6,m,"11,004",,"16,885",
70,Cuba,0.944,,3,,0.754,,0.799,,80.8,,76.8,,14.7,,13.9,,11.2,i,11.8,i,"5,714",,"11,567",
70,Iran (Islamic Republic of),0.866,,5,,0.709,,0.819,,77.9,,75.6,,14.6,,15,,10.3,,10.4,,"4,084",,"20,637",
72,Sri Lanka,0.955,,2,,0.759,,0.794,,80.3,,73.6,,14.5,,13.8,,10.6,,10.6,,"7,433",,"18,423",
73,Bosnia and Herzegovina,0.937,,3,,0.753,,0.803,,79.9,,74.9,,14.1,l,13.5,l,8.9,,10.9,,"10,567",,"19,357",
74,Grenada,,,,,,,,,75,,70.1,,17,,16.2,,,,,,,,,
74,Mexico,0.96,,2,,0.76,,0.792,,77.9,,72.2,,15,,14.6,,8.6,,8.9,,"12,765",,"25,838",
74,Saint Kitts and Nevis,,,,,,,,,,,,,14,i,13.7,i,,,,,,,,
74,Ukraine,1,,1,,0.776,,0.776,,76.8,,67.1,,15.3,i,14.9,i,11.3,k,11.3,k,"10,088",,"16,840",
78,Antigua and Barbuda,,,,,,,,,78.1,,75.9,,13.2,i,12.1,i,,,,,,,,
79,Peru,0.957,,2,,0.759,,0.793,,79.5,,74.1,,14.9,,15.1,,9.1,,10.3,,"9,889",,"14,647",
79,Thailand,1.008,,1,,0.782,,0.776,,80.9,,73.5,,15.8,i,14.7,i,7.7,,8.2,,"15,924",,"19,737",
81,Armenia,0.982,,1,,0.766,,0.78,,78.5,,71.3,,13.6,,12.6,,11.3,,11.3,,"9,737",,"18,574",
82,North Macedonia,0.952,,2,,0.753,,0.791,,77.8,,73.8,,13.8,,13.4,,9.4,j,10.2,j,"11,698",,"20,027",
83,Colombia,0.989,,1,,0.761,,0.77,,80,,74.5,,14.7,,14.1,,8.6,,8.3,,"11,594",,"17,018",
84,Brazil,0.993,,1,,0.76,,0.765,,79.6,,72.2,,15.8,,15.1,,8.2,,7.7,,"10,535",,"18,120",
85,China,0.957,,2,,0.744,,0.777,,79.2,,74.8,,14,i,14,i,7.7,h,8.4,h,"12,633",,"19,308",
86,Ecuador,0.967,,2,,0.743,,0.768,,79.8,,74.3,,14.9,i,14.3,i,8.7,,8.9,,"7,874",,"14,211",
86,Saint Lucia,0.985,,1,,0.752,,0.763,,77.6,,74.9,,14.7,i,13.3,i,8.8,i,8.2,i,"11,476",,"17,851",
88,Azerbaijan,0.943,,3,,0.73,,0.774,,75.5,,70.5,,13,i,12.8,i,10.2,,10.9,,"8,919",,"18,664",
88,Dominican Republic,0.999,,1,,0.759,,0.76,,77.4,,71,,15,,13.5,,8.8,i,8.3,i,"12,449",,"22,740",
90,Moldova (Republic of),1.014,,1,,0.754,,0.744,,76.2,,67.6,,11.8,,11.3,,11.8,,11.6,,"11,994",,"15,477",
91,Algeria,0.858,,5,,0.671,,0.782,,78.1,,75.7,,14.8,,14.4,,7.7,j,8.3,j,"3,296",,"18,891",
92,Lebanon,0.892,,5,,0.691,,0.774,,80.9,,77.1,,11.1,,11.5,,8.5,n,8.9,n,"6,078",,"23,124",
93,Fiji,,,,,,,,,69.3,,65.7,,,,,,11,,10.8,,"8,317",,"17,577",
94,Dominica,,,,,,,,,,,,,,,,,,,,,,,,
95,Maldives,0.923,,4,,0.698,,0.756,,80.8,,77.5,,12.3,m,12.1,m,7,m,7,m,"7,908",,"22,931",
95,Tunisia,0.9,,4,,0.689,,0.766,,78.7,,74.7,,15.8,,14.3,,6.5,,8,,"4,587",,"16,341",
97,Saint Vincent and the Grenadines,0.965,,2,,0.724,,0.75,,75.1,,70.3,,14.2,i,14,i,8.9,i,8.7,i,"8,880",,"15,776",
97,Suriname,0.985,,1,,0.729,,0.74,,75.1,,68.5,,13.8,,12.5,,9.4,j,9.1,j,"9,504",,"19,093",
99,Mongolia,1.023,,1,,0.744,,0.727,,74.1,,65.8,,14.8,i,13.7,i,10.7,j,9.7,j,"8,756",,"12,981",
100,Botswana,0.998,,1,,0.734,,0.735,,72.4,,66.5,,13,i,12.7,i,9.5,k,9.7,k,"15,276",,"17,677",
101,Jamaica,0.994,,1,,0.73,,0.735,,76.1,,72.9,,13.9,i,12.4,i,10.2,i,9.3,i,"7,501",,"11,163",
102,Jordan,0.875,,5,,0.664,,0.758,,76.3,,72.8,,11.6,m,11.1,m,10.3,h,10.7,h,"3,324",,"16,234",
103,Paraguay,0.966,,2,,0.714,,0.739,,76.4,,72.3,,13,j,12.4,j,8.5,,8.5,,"8,855",,"15,483",
104,Tonga,0.95,,3,,0.702,,0.739,,72.9,,69,,14.6,i,14,i,11.3,h,11.2,h,"4,311",,"8,416",
105,Libya,0.976,,1,,0.713,,0.731,,76,,70.1,,13.1,n,12.6,n,8.5,k,7.2,k,"9,249",,"21,999",
106,Uzbekistan,0.939,,3,,0.695,,0.74,,73.8,,69.6,,11.9,,12.2,,11.6,,12,,"5,064",,"9,230",
107,Bolivia (Plurinational State of),0.945,,3,,0.696,,0.737,,74.5,,68.7,,14.2,o,14.2,o,8.3,,9.8,,"6,481",,"10,610",
107,Indonesia,0.94,,3,,0.694,,0.738,,74,,69.6,,13.7,,13.5,,7.8,,8.6,,"7,902",,"14,966",
107,Philippines,1.007,,1,,0.72,,0.715,,75.5,,67.3,,13.5,,12.8,,9.6,,9.2,,"7,843",,"11,694",
110,Belize,0.976,,1,,0.706,,0.723,,77.8,,71.7,,13.4,,12.8,,9.9,j,9.9,j,"4,896",,"7,881",
111,Samoa,,,,,,,,,75.5,,71.3,,13.2,i,12.3,i,,,,,"4,054",,"8,410",
111,Turkmenistan,,,,,,,,,71.7,,64.7,,10.9,i,11.5,i,,,,,"10,493",,"19,461",
113,Venezuela (Bolivarian Republic of),1.009,,1,,0.712,,0.706,,76,,68.3,,13.8,i,11.8,i,10.6,,10,,"5,173",,"8,973",
114,South Africa,0.986,,1,,0.702,,0.712,,67.7,,60.7,,14.2,,13.4,,10,,10.3,,"9,248",,"15,095",
115,"Palestine, State of",0.87,,5,,0.638,,0.733,,75.8,,72.4,,14.3,,12.6,,8.9,,9.4,,"2,045",,"10,666",
116,Egypt,0.882,,5,,0.652,,0.739,,74.4,,69.7,,13.3,,13.3,,6.8,h,8.1,h,"4,753",,"18,039",
117,Marshall Islands,,,,,,,,,,,,,,,,,10.7,i,11.1,i,,,,
117,Viet Nam,0.997,,1,,0.703,,0.705,,79.5,,71.3,,12.9,i,12.5,i,8,h,8.6,h,"6,644",,"8,224",
119,Gabon,0.916,,4,,0.67,,0.731,,68.7,,64.4,,12.6,n,13.4,n,7.8,h,9.6,h,"9,925",,"17,791",
,MEDIUM HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,
120,Kyrgyzstan,0.957,,2,,0.677,,0.707,,75.6,,67.4,,13.2,,12.7,,11.2,j,11,j,"2,971",,"6,798",
121,Morocco,0.835,,5,,0.612,,0.734,,77.9,,75.4,,13.3,,14.1,,4.7,h,6.6,h,"2,975",,"11,831",
122,Guyana,0.961,,2,,0.662,,0.688,,73.1,,66.9,,11.6,i,11.3,i,8.9,j,8,j,"5,359",,"13,512",
123,Iraq,0.774,,5,,0.566,,0.731,,72.7,,68.6,,10.4,j,12.2,j,6,i,8.6,i,"2,427",,"18,975",
124,El Salvador,0.975,,2,,0.662,,0.679,,77.8,,68.5,,11.5,,11.7,,6.6,,7.3,,"6,471",,"10,501",
125,Tajikistan,0.823,,5,,0.586,,0.712,,73.4,,68.9,,10.7,i,12.6,i,10.2,m,11.3,m,"1,440",,"6,427",
126,Cabo Verde,0.974,,2,,0.655,,0.672,,76.2,,69.5,,13,,12.4,,6,i,6.6,i,"5,453",,"8,573",
127,Guatemala,0.941,,3,,0.639,,0.679,,77.2,,71.4,,10.6,,10.9,,6.6,,6.7,,"5,451",,"11,629",
128,Nicaragua,1.012,,1,,0.663,,0.655,,78,,70.9,,12.6,o,12.1,o,7.2,h,6.6,h,"4,656",,"5,930",
129,Bhutan,0.921,,4,,0.626,,0.679,,72.2,,71.4,,13.5,,12.8,,3.3,,4.8,,"8,117",,"13,069",
130,Namibia,1.007,,1,,0.648,,0.643,,66.5,,60.7,,12.7,i,12.5,i,7.3,h,6.7,h,"8,482",,"10,287",
131,India,0.82,,5,,0.573,,0.699,,71,,68.5,,12.6,,11.7,,5.4,i,8.7,i,"2,331",,"10,702",
132,Honduras,0.978,,1,,0.625,,0.639,,77.6,,73,,10.5,,9.6,,6.6,,6.5,,"4,173",,"6,446",
133,Bangladesh,0.904,,4,,0.596,,0.66,,74.6,,70.9,,12,,11.2,,5.7,,6.9,,"2,873",,"7,031",
134,Kiribati,,,,,,,,,72.3,,64.2,,12.2,j,11.4,j,,,,,,,,
135,Sao Tome and Principe,0.906,,4,,0.59,,0.651,,72.8,,68,,12.8,i,12.6,i,5.8,i,7.1,i,"2,462",,"5,439",
136,Micronesia (Federated States of),,,,,,,,,69.6,,66.2,,,,,,,,,,,,,
137,Lao People's Democratic Republic,0.927,,3,,0.589,,0.636,,69.7,,66.1,,10.7,,11.3,,4.9,h,5.7,h,"5,801",,"9,013",
138,Eswatini (Kingdom of),0.996,,1,,0.609,,0.611,,64.8,,56,,11.8,i,11.9,i,6.3,j,7.2,j,"7,011",,"8,863",
138,Ghana,0.911,,4,,0.582,,0.639,,65.2,,63,,11.4,,11.6,,6.6,h,8.1,h,"4,073",,"6,432",
140,Vanuatu,,,,,,,,,72.2,,69,,11.5,n,12,n,,,,,"2,406",,"3,784",
141,Timor-Leste,0.942,,3,,0.587,,0.623,,71.6,,67.5,,12.2,i,13,i,3.8,m,5.6,m,"4,486",,"4,395",
142,Nepal,0.933,,3,,0.581,,0.623,,72.2,,69.3,,13,,12.6,,4.3,h,5.8,h,"2,910",,"4,108",
143,Kenya,0.937,,3,,0.581,,0.62,,69,,64.3,,11,m,11.7,m,6,h,7.2,h,"3,666",,"4,829",
144,Cambodia,0.922,,4,,0.57,,0.618,,71.9,,67.5,,11,m,11.9,m,4.2,h,5.8,h,"3,697",,"4,822",
145,Equatorial Guinea,,,,,,,,,59.9,,57.7,,,,,,4.2,l,7.6,l,"9,949",,"17,135",
146,Zambia,0.958,,2,,0.569,,0.593,,66.9,,60.8,,10.7,m,11.6,m,6.3,m,8.2,m,"3,380",,"3,270",
147,Myanmar,0.954,,2,,0.564,,0.592,,70.1,,64,,10.9,,10.5,,5,m,4.9,m,"3,174",,"6,881",
148,Angola,0.903,,4,,0.552,,0.611,,64,,58.4,,11,m,12.7,m,4,m,6.4,m,"5,205",,"7,022",
149,Congo,0.929,,3,,0.555,,0.598,,66,,63.1,,11.6,n,11.9,n,6.1,k,7.5,k,"2,500",,"3,259",
150,Zimbabwe,0.931,,3,,0.55,,0.59,,62.9,,59.8,,10.5,j,11.5,j,8.1,,8.9,,"2,375",,"2,985",
151,Solomon Islands,,,,,,,,,74.9,,71.3,,9.7,i,10.7,i,,,,,"1,974",,"2,523",
151,Syrian Arab Republic,0.829,,5,,0.492,,0.593,,78.1,,67.9,,8.9,i,8.8,i,4.6,n,5.6,n,989,,"6,225",
153,Cameroon,0.864,,5,,0.521,,0.603,,60.6,,58,,11.3,,12.9,,4.7,j,8,j,"2,973",,"4,189",
154,Pakistan,0.745,,5,,0.456,,0.612,,68.3,,66.3,,7.6,,8.9,,3.8,,6.3,,"1,393",,"8,412",
155,Papua New Guinea,,,,,,,,,65.8,,63.3,,,,,,4,h,5.3,h,"3,767",,"4,814",
156,Comoros,0.891,,5,,0.519,,0.583,,66.1,,62.6,,11.1,,11.4,,4,n,6,n,"2,300",,"3,885",
,LOW HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,
157,Mauritania,0.864,,5,,0.5,,0.579,,66.5,,63.3,,8.7,,8.5,,3.8,h,5.6,h,"2,782",,"7,468",
158,Benin,0.855,,5,,0.502,,0.587,,63.3,,60.2,,11.4,,13.8,,2.4,m,5.5,m,"2,837",,"3,673",
159,Uganda,0.863,,5,,0.503,,0.582,,65.6,,61,,10.6,m,12.2,m,4.9,m,7.6,m,"1,591",,"2,671",
160,Rwanda,0.945,,3,,0.528,,0.558,,71.1,,66.8,,11.2,,11.2,,4,i,4.9,i,"1,876",,"2,444",
161,Nigeria,0.881,,5,,0.504,,0.572,,55.6,,53.8,,9.4,m,10.6,m,5.7,m,7.7,m,"4,107",,"5,692",
162,Côte d'Ivoire,0.811,,5,,0.476,,0.586,,59.1,,56.6,,9,,10.9,,4.2,h,6.4,h,"2,561",,"7,531",
163,Tanzania (United Republic of),0.948,,3,,0.514,,0.542,,67.2,,63.6,,8.2,,8,,5.8,h,6.4,h,"2,222",,"2,978",
164,Madagascar,0.952,,2,,0.513,,0.539,,68.7,,65.4,,10.2,,10.2,,6.4,n,5.8,n,"1,273",,"1,921",
165,Lesotho,1.014,,1,,0.529,,0.522,,57.6,,51.2,,11.7,i,10.9,i,7.2,j,5.8,j,"2,471",,"3,849",
166,Djibouti,,,,,,,,,69.4,,65.1,,6.7,i,6.9,i,,,,,"4,151",,"7,077",
167,Togo,0.822,,5,,0.464,,0.565,,61.9,,60.2,,11.5,,13.8,,3.5,j,6.7,j,"1,220",,"1,989",
168,Senegal,0.87,,5,,0.475,,0.546,,69.9,,65.8,,8.9,,8.2,,1.9,i,4.6,i,"2,271",,"4,401",
169,Afghanistan,0.659,,5,,0.391,,0.593,,66.4,,63.4,,7.7,,12.5,,1.9,h,6,h,819,,"3,566",
170,Haiti,0.875,,5,,0.473,,0.54,,66.2,,61.8,,9,i,10.4,i,4.3,m,6.6,m,"1,410",,"2,016",
170,Sudan,0.86,,5,,0.466,,0.542,,67.2,,63.5,,7.7,i,8.3,i,3.3,h,4.2,h,"1,981",,"5,679",
172,Gambia,0.846,,5,,0.448,,0.53,,63.5,,60.7,,10,m,9.8,m,3.3,j,4.6,j,"1,145",,"3,207",
173,Ethiopia,0.837,,5,,0.442,,0.527,,68.5,,64.7,,8.3,i,9.3,i,1.7,m,4.3,m,"1,642",,"2,771",
174,Malawi,0.986,,1,,0.493,,0.5,,67.4,,61.1,,11.2,i,11.3,i,6.9,h,5.2,h,838,,"1,237",
175,Congo (Democratic Republic of the),0.845,,5,,0.439,,0.52,,62.2,,59.1,,8.6,i,10.8,i,5.3,,8.4,,907,,"1,218",
175,Guinea-Bissau,,,,,,,,,60.2,,56.3,,,,,,,,,,"1,647",,"2,361",
175,Liberia,0.89,,5,,0.453,,0.509,,65.5,,62.7,,9.2,n,10.4,n,3.5,h,6.2,h,"1,242",,"1,275",
178,Guinea,0.817,,5,,0.428,,0.524,,62.1,,60.9,,8,"j,m",10.8,"j,m",1.5,m,4.2,m,"2,266",,"2,554",
179,Yemen,0.488,,5,,0.27,,0.553,,67.8,,64.4,,7.4,i,10.2,i,2.9,h,5.1,h,186,,"2,980",
180,Eritrea,,,,,,,,,68.6,,64.2,,4.6,i,5.4,i,,,,,"2,275",,"3,309",
181,Mozambique,0.912,,4,,0.435,,0.476,,63.7,,57.8,,9.5,,10.5,,2.7,i,4.5,i,"1,131",,"1,377",
182,Burkina Faso,0.867,,5,,0.418,,0.482,,62.3,,60.7,,9.1,,9.4,,1.1,m,2.3,m,"1,541",,"2,727",
182,Sierra Leone,0.884,,5,,0.423,,0.479,,55.5,,53.9,,9.7,i,10.6,i,2.9,h,4.5,h,"1,470",,"1,867",
184,Mali,0.821,,5,,0.388,,0.473,,60.1,,58.5,,6.8,,8.1,,1.7,j,3,j,"1,516",,"3,019",
185,Burundi,0.999,,1,,0.432,,0.432,,63.4,,59.8,,11,,11.1,,2.6,m,4.1,m,866,,640,
185,South Sudan,0.842,,5,,0.384,,0.456,,59.4,,56.4,,3.5,n,5.9,n,3.9,n,5.2,n,"1,759",,"2,247",
187,Chad,0.764,,5,,0.342,,0.448,,55.7,,52.8,,5.9,,8.8,,1.3,m,3.8,m,"1,244",,"1,868",
188,Central African Republic,0.801,,5,,0.351,,0.438,,55.5,,51.1,,6.2,i,8.9,i,3,h,5.6,h,792,,"1,197",
189,Niger,0.724,,5,,0.321,,0.443,,63.6,,61.3,,5.7,,7.2,,1.4,i,2.8,i,536,,"1,859",
,OTHER COUNTRIES OR TERRITORIES,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),,,,,,,,,75.7,,68.6,,10.4,i,11.1,i,,,,,,,,
,Monaco,,,,,,,,,,,,,,,,,,,,,,,,
,Nauru,,,,,,,,,,,,,11.8,i,10.8,i,,,,,,,,
,San Marino,,,,,,,,,,,,,12.8,,13.3,,,,,,,,,
,Somalia,,,,,,,,,59.1,,55.7,,,,,,,,,,,,,
,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,0.981,,—,,0.886,,0.903,,82.4,,76.8,,16.6,,16,,12,,12.2,,"33,668",,"55,720",
,High human development,0.961,,—,,0.736,,0.766,,78,,72.8,,14.1,,13.9,,8.2,,8.7,,"10,529",,"17,912",
,Medium human development,0.835,,—,,0.567,,0.679,,70.8,,67.9,,11.7,,11.4,,5.3,,8.1,,"2,530",,"9,598",
,Low human development,0.861,,—,,0.474,,0.551,,63,,59.9,,8.7,,10.1,,3.9,,6,,"2,043",,"3,446",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,0.919,,—,,0.659,,0.717,,73.4,,69.3,,12.2,,12.3,,6.9,,8.3,,"6,923",,"14,136",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,0.856,,—,,0.636,,0.743,,73.9,,70.4,,11.9,,12.4,,6.5,,8.1,,"5,092",,"23,923",
,East Asia and the Pacific,0.961,,—,,0.731,,0.76,,78,,73.1,,13.7,,13.6,,7.7,,8.4,,"11,485",,"17,827",
