14,New Zealand,0.123,,33,,9,,19.3,,40.8,,97.4,d,96.9,d,64.8,,75.3,
16,Canada,0.080,,19,,10,,8.4,,33.2,,100.0,,100.0,,60.8,,69.4,
17,United States,0.204,,46,,19,,19.9,,23.7,,96.1,,96.0,,56.1,,68.2,
18,Austria,0.069,,14,,5,,7.3,,38.5,,100.0,,99.8,,55.1,,66.6,
19,Israel,0.109,,26,,3,,9.6,,23.3,,87.9,,90.7,,59.7,,68.5,
19,Japan,0.094,,24,,5,,3.8,,14.5,,95.3,e,92.3,e,52.7,,71.3,
19,Liechtenstein,..,,..,,..,,..,,12.0,,..,,..,,..,,..,
22,Slovenia,0.063,,10,,7,,3.8,,22.3,,97.2,,98.3,,53.4,,63.4,
23,Korea (Republic of),0.064,,11,,11,,1.4,,16.7,,80.4,,95.5,,52.9,,73.1,
23,Luxembourg,0.065,,12,,5,,4.7,,25.0,,100.0,,100.0,,54.9,,63.7,
25,Spain,0.070,,16,,4,,7.7,,41.9,,75.4,,80.2,,51.9,,63.4,
26,France,0.049,,8,,8,,4.7,,36.9,,81.7,,86.8,,50.8,,59.9,
27,Czechia,0.136,,36,,3,,12.0,,20.6,,100.0,,99.9,,52.9,,68.5,
28,Malta,0.175,,40,,6,,12.9,,14.9,,78.7,,85.6,,46.0,,67.1,
29,Estonia,0.086,,21,,9,,7.7,,29.7,,100.0,,100.0,,57.1,,71.0,
29,Italy,0.069,,14,,2,,5.2,,35.3,,75.9,,83.4,,40.8,,59.0,
31,United Arab Emirates,0.079,,18,,3,,6.5,,50.0,,76.0,,81.0,,52.4,,93.4,
32,Greece,0.116,,29,,3,,7.2,,20.7,,62.0,,73.2,,44.2,,59.8,
33,Cyprus,0.086,,21,,6,,4.6,,17.9,,79.9,,83.8,,57.8,,68.3,
34,Lithuania,0.124,,34,,8,,10.9,,21.3,,94.3,,97.4,,56.5,,67.7,
35,Poland,0.115,,28,,2,,10.5,,27.9,,83.1,,88.5,,48.6,,65.5,
36,Andorra,..,,..,,..,,..,,46.4,,71.5,,73.3,,..,,..,
37,Latvia,0.176,,41,,19,,16.2,,30.0,,100.0,d,100.0,d,55.7,,68.4,
38,Portugal,0.075,,17,,8,,8.4,,38.7,,53.9,,54.8,,54.2,,64.1,
39,Slovakia,0.191,,45,,5,,25.7,,20.0,,99.2,,100.0,,52.2,,67.4,
40,Hungary,0.233,,51,,12,,24.0,,12.6,,96.4,,98.4,,48.5,,65.5,
40,Saudi Arabia,0.252,,56,,17,,7.3,,19.9,,64.8,,72.4,,22.1,,78.4,
42,Bahrain,0.212,,49,,14,,13.4,,18.8,,68.1,,74.3,,45.0,,87.2,
43,Chile,0.247,,55,,13,,41.1,,22.7,,77.8,,81.1,,51.8,,74.0,
43,Croatia,0.116,,29,,8,,8.7,,20.5,,94.6,,97.4,,45.4,,57.5,
45,Qatar,0.185,,43,,9,,9.9,,9.8,,76.1,,66.2,,56.8,,94.7,
46,Argentina,0.328,,75,,39,,62.8,,39.9,,59.2,,54.8,,50.7,,72.7,
47,Brunei Darussalam,0.255,,60,,31,,10.3,,9.1,,69.5,e,70.7,e,57.8,,71.0,
48,Montenegro,0.109,,26,,6,,9.3,,28.4,,88.0,f,98.2,f,46.5,,62.8,
49,Romania,0.276,,61,,19,,36.2,,19.6,,88.2,,93.6,,45.3,,64.7,
50,Palau,..,,..,,..,,..,,13.8,,96.9,,97.3,,..,,..,
51,Kazakhstan,0.190,,44,,10,,29.8,,22.1,,99.3,,99.6,,62.7,,75.5,
52,Russian Federation,0.225,,50,,17,,20.7,,16.5,,96.3,,95.7,,54.8,,70.2,
53,Belarus,0.118,,31,,2,,14.5,,34.9,,87.2,f,92.5,f,57.7,,71.8,
54,Turkey,0.306,,68,,17,,26.6,,17.4,,50.2,,72.2,,34.0,,72.6,
55,Uruguay,0.288,,62,,17,,58.7,,20.9,,58.8,,54.6,,55.6,,73.3,
56,Bulgaria,0.206,,48,,10,,39.9,,25.8,,94.4,,96.4,,49.2,,62.0,
57,Panama,0.407,,94,,52,,81.8,,21.1,,74.8,g,68.6,g,53.4,,79.9,
58,Bahamas,0.341,,77,,70,,30.0,,21.8,,88.0,,91.0,,68.1,,81.6,
58,Barbados,0.252,,56,,27,,33.6,,29.4,,94.6,g,92.2,g,61.7,,69.1,
60,Oman,0.306,,68,,19,,13.1,,9.9,,73.4,,63.7,,31.0,,89.9,
61,Georgia,0.331,,76,,25,,46.4,,14.8,,97.2,,98.6,,57.4,,80.8,
62,Costa Rica,0.288,,62,,27,,53.5,,45.6,,55.4,,53.3,,48.1,,76.2,
62,Malaysia,0.253,,59,,29,,13.4,,15.5,,72.2,,76.5,,50.7,,77.1,
64,Kuwait,0.242,,53,,12,,8.2,,4.6,,56.6,,49.1,,49.7,,87.5,
64,Serbia,0.132,,35,,12,,14.7,,37.7,,86.3,,93.6,,47.4,,62.8,
66,Mauritius,0.347,,78,,61,,25.7,,20.0,,65.8,e,68.5,e,45.2,,72.0,
,HIGH HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,
67,Seychelles,..,,..,,53,,62.1,,21.2,,..,,..,,..,,..,
67,Trinidad and Tobago,0.323,,73,,67,,30.1,,32.9,,74.5,e,71.2,e,50.1,,70.2,
69,Albania,0.181,,42,,15,,19.6,,29.5,,93.7,h,92.5,h,46.7,,64.6,
70,Cuba,0.304,,67,,36,,51.6,,53.2,,85.8,e,89.1,e,40.7,,66.8,
70,Iran (Islamic Republic of),0.459,,113,,16,,40.6,,5.9,,67.4,,72.8,,17.5,,71.5,
72,Sri Lanka,0.401,,90,,36,,20.9,,5.3,,79.2,,81.0,,35.4,,74.6,
73,Bosnia and Herzegovina,0.149,,38,,10,,9.6,,21.1,,74.0,,89.3,,35.4,,58.1,
74,Grenada,..,,..,,25,,29.2,,39.3,,..,,..,,..,,..,
74,Mexico,0.322,,71,,33,,60.4,,48.4,,62.2,,64.2,,44.2,,78.5,
74,Saint Kitts and Nevis,..,,..,,..,,..,,13.3,,..,,..,,..,,..,
74,Ukraine,0.234,,52,,19,,23.7,,20.5,,94.0,g,95.2,g,46.7,,63.1,
78,Antigua and Barbuda,..,,..,,42,,42.8,,31.4,,..,,..,,..,,..,
79,Peru,0.395,,87,,88,,56.9,,30.0,,58.9,,69.4,,70.3,,85.1,
79,Thailand,0.359,,80,,37,,44.9,,14.1,,43.5,,48.6,,59.2,,76.1,
81,Armenia,0.245,,54,,26,,21.5,,23.5,,97.3,,97.2,,47.1,,65.9,
82,North Macedonia,0.143,,37,,7,,15.7,,39.2,,41.8,f,57.7,f,43.0,,67.3,
83,Colombia,0.428,,101,,83,,66.7,,19.6,,55.7,,53.0,,57.3,,80.9,
84,Brazil,0.408,,95,,60,,59.1,,15.0,,61.6,,58.3,,54.2,,74.1,
85,China,0.168,,39,,29,,7.6,,24.9,,76.0,e,83.3,e,60.5,,75.3,
86,Ecuador,0.384,,86,,59,,79.3,,38.0,,52.5,,53.3,,55.2,,81.1,
86,Saint Lucia,0.401,,90,,117,,40.5,,20.7,,49.2,,42.1,,59.5,,75.0,
88,Azerbaijan,0.323,,73,,26,,55.8,,16.8,,93.9,,97.5,,63.4,,69.7,
88,Dominican Republic,0.455,,112,,95,,94.3,,24.3,,59.7,,56.1,,51.4,,77.4,
90,Moldova (Republic of),0.204,,46,,19,,22.4,,25.7,,96.6,,98.1,,40.5,,46.0,
91,Algeria,0.429,,103,,112,,10.1,,21.5,,39.1,f,38.9,f,14.6,,67.4,
92,Lebanon,0.411,,96,,29,,14.5,,4.7,,54.3,i,55.6,i,22.9,,71.4,
93,Fiji,0.370,,84,,34,,49.4,,19.6,,79.4,,78.2,,38.5,,76.5,
94,Dominica,..,,..,,..,,..,,25.0,,..,,..,,..,,..,
95,Maldives,0.369,,82,,53,,7.8,,4.6,,45.4,h,49.6,h,41.6,,84.2,
95,Tunisia,0.296,,65,,43,,7.8,,22.6,,42.4,,54.6,,23.8,,69.4,
97,Saint Vincent and the Grenadines,..,,..,,68,,49.0,,13.0,,..,,..,,54.4,,77.0,
97,Suriname,0.436,,105,,120,,61.7,,31.4,,61.5,f,60.1,f,38.8,,63.7,
99,Mongolia,0.322,,71,,45,,31.0,,17.3,,91.5,f,86.1,f,53.3,,66.4,
100,Botswana,0.465,,116,,144,,46.1,,10.8,,89.6,g,90.9,g,65.4,,76.9,
101,Jamaica,0.396,,88,,80,,52.8,,19.0,,70.0,,62.4,,59.8,,72.5,
102,Jordan,0.450,,109,,46,,25.9,,15.4,,82.2,e,86.1,e,14.4,,63.7,
103,Paraguay,0.446,,107,,84,,70.5,,16.8,,49.2,,51.2,,59.2,,84.6,
104,Tonga,0.354,,79,,52,,14.7,,7.4,,94.0,g,93.4,g,45.7,,74.3,
105,Libya,0.252,,56,,72,,5.8,,16.0,,70.5,g,45.1,g,33.9,,65.3,
106,Uzbekistan,0.288,,62,,29,,23.8,,16.4,,99.9,,100.0,,52.4,,78.1,
107,Bolivia (Plurinational State of),0.417,,98,,155,,64.9,,51.8,,53.1,,59.5,,63.2,,80.5,
107,Indonesia,0.480,,121,,177,,47.4,,17.4,,46.8,,55.1,,53.1,,81.9,
107,Philippines,0.430,,104,,121,,54.2,,28.0,,75.6,e,72.4,e,46.1,,73.3,
110,Belize,0.415,,97,,36,,68.5,,11.1,,79.0,f,78.9,f,49.9,,80.6,
111,Samoa,0.360,,81,,43,,23.9,,10.0,,79.1,i,71.6,i,31.1,,55.5,
111,Turkmenistan,..,,..,,7,,24.4,,25.0,,..,,..,,51.4,,78.3,
113,Venezuela (Bolivarian Republic of),0.479,,119,,125,,85.3,,22.2,,71.7,,66.6,,45.4,,74.9,
114,South Africa,0.406,,93,,119,,67.9,,45.3,j,75.0,,78.2,,49.6,,62.7,
115,"Palestine, State of",..,,..,,27,,52.8,,..,,63.5,,64.9,,17.7,,69.5,
116,Egypt,0.449,,108,,37,,53.8,,14.9,,73.5,e,72.5,e,21.9,,70.9,
117,Marshall Islands,..,,..,,..,,..,,6.1,,91.6,,92.5,,..,,..,
117,Viet Nam,0.296,,65,,43,,30.9,,26.7,,66.4,e,78.2,e,72.7,,82.4,
119,Gabon,0.525,,128,,252,,96.2,,17.9,,66.2,e,50.6,e,43.5,,61.8,
,MEDIUM HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,
120,Kyrgyzstan,0.369,,82,,60,,32.8,,19.2,,99.1,e,98.3,e,44.8,,75.7,
121,Morocco,0.454,,111,,70,,31.0,,18.4,,29.1,e,36.0,e,21.5,,70.1,
122,Guyana,0.462,,115,,169,,74.4,,31.9,,70.9,e,56.4,e,43.9,,68.5,
123,Iraq,0.577,,146,,79,,71.7,,25.2,,39.5,,56.5,,11.6,,74.2,
124,El Salvador,0.383,,85,,46,,69.5,,31.0,,39.9,,46.4,,45.3,,75.7,
125,Tajikistan,0.314,,70,,17,,57.1,,20.0,,93.3,h,95.7,h,31.3,,52.8,
126,Cabo Verde,0.397,,89,,58,,73.8,,23.6,,28.8,,31.2,,53.3,,67.6,
127,Guatemala,0.479,,119,,95,,70.9,,19.4,,38.6,,37.5,,39.9,,86.3,
128,Nicaragua,0.428,,101,,98,,85.0,,44.6,,48.5,e,46.8,e,49.7,,84.2,
129,Bhutan,0.421,,99,,183,,20.2,,15.3,,23.3,,31.4,,58.9,,73.4,
130,Namibia,0.440,,106,,195,,63.6,,37.0,,40.6,e,42.0,e,56.1,,63.3,
131,India,0.488,,123,,133,k,13.2,,13.5,,27.7,l,47.0,l,20.5,,76.1,
132,Honduras,0.423,,100,,65,,72.9,,21.1,,32.2,,29.6,,52.0,,85.9,
133,Bangladesh,0.537,,133,,173,,83.0,,20.6,,39.8,,47.5,,36.3,,81.4,
134,Kiribati,..,,..,,92,,16.2,,6.5,,..,,..,,..,,..,
135,Sao Tome and Principe,0.537,,133,,130,,94.6,,14.5,,31.5,,45.8,,41.4,,74.4,
136,Micronesia (Federated States of),..,,..,,88,,13.9,,0.0,m,..,,..,,..,,..,
137,Lao People's Democratic Republic,0.459,,113,,185,,65.4,,27.5,,35.1,e,46.2,e,76.7,,80.2,
138,Eswatini (Kingdom of),0.567,,143,,437,,76.7,,12.1,,31.3,e,33.9,e,48.5,,56.8,
138,Ghana,0.538,,135,,308,,66.6,,13.1,,55.7,e,71.6,e,63.6,,71.9,
140,Vanuatu,..,,..,,72,,49.4,,0.0,m,..,,..,,61.0,,78.8,
141,Timor-Leste,..,,..,,142,,33.8,,38.5,,..,,..,,61.9,,72.7,
142,Nepal,0.452,,110,,186,,65.1,,33.5,,29.3,e,44.2,e,82.8,,85.1,
143,Kenya,0.518,,126,,342,,75.1,,23.3,,29.8,e,37.3,e,72.1,,77.3,
144,Cambodia,0.474,,117,,160,,50.2,,19.3,,15.1,e,28.2,e,76.3,,88.9,
145,Equatorial Guinea,..,,..,,301,,155.6,,19.2,,..,,..,,54.8,,67.1,
146,Zambia,0.539,,137,,213,,120.1,,18.0,,38.5,h,54.1,h,70.4,,79.1,
147,Myanmar,0.478,,118,,250,,28.5,,11.6,,28.7,e,23.5,e,47.5,,77.4,
148,Angola,0.536,,132,,241,,150.5,,30.0,,23.1,h,38.1,h,76.1,,78.9,
149,Congo,0.570,,144,,378,,112.2,,13.6,,46.7,g,51.3,g,67.5,,71.4,
150,Zimbabwe,0.527,,129,,458,,86.1,,34.6,,59.8,,70.8,,78.1,,89.0,
151,Solomon Islands,..,,..,,104,,78.0,,4.1,,..,,..,,82.1,,85.6,
151,Syrian Arab Republic,0.482,,122,,31,,38.6,,13.2,,37.1,e,43.4,e,14.4,,74.1,
153,Cameroon,0.560,,141,,529,,105.8,,29.3,,32.7,f,41.3,f,71.1,,81.1,
154,Pakistan,0.538,,135,,140,,38.8,,20.0,,27.6,,45.7,,21.9,,81.7,
155,Papua New Guinea,0.725,,161,,145,,52.7,,0.0,m,10.0,e,15.2,e,46.3,,48.0,
156,Comoros,..,,..,,273,,65.4,,6.1,,..,,..,,36.6,,49.9,
,LOW HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,
157,Mauritania,0.634,,151,,766,,71.0,,20.3,,12.7,e,25.0,e,28.9,,63.1,
158,Benin,0.612,,148,,397,,86.1,,7.2,,18.3,h,33.9,h,68.8,,73.0,
159,Uganda,0.535,,131,,375,,118.8,,34.9,,27.5,h,35.1,h,67.0,,73.9,
160,Rwanda,0.402,,92,,248,,39.1,,55.7,,10.9,,15.8,,83.9,,83.4,
161,Nigeria,..,,..,,917,,107.3,,4.1,,..,,..,,47.9,,57.9,
162,Côte d'Ivoire,0.638,,153,,617,,117.6,,13.3,,17.9,e,34.4,e,48.2,,65.5,
163,Tanzania (United Republic of),0.556,,140,,524,,118.4,,36.9,,12.0,e,16.9,e,79.6,,87.3,
164,Madagascar,..,,..,,335,,109.6,,16.9,,..,,..,,83.4,,88.9,
165,Lesotho,0.553,,139,,544,,92.7,,23.0,,33.0,g,25.5,g,60.2,,75.9,
166,Djibouti,..,,..,,248,,18.8,,26.2,,..,,..,,50.7,,68.8,
167,Togo,0.573,,145,,396,,89.1,,16.5,,27.6,f,54.4,f,76.3,,78.9,
168,Senegal,0.533,,130,,315,,72.7,,41.8,,10.3,,26.5,,35.0,,57.5,
169,Afghanistan,0.655,,157,,638,,69.0,,27.2,,13.2,e,36.9,e,21.6,,74.7,
170,Haiti,0.636,,152,,480,,51.7,,2.7,,26.9,e,40.0,e,61.9,,72.8,
170,Sudan,0.545,,138,,295,,64.0,,27.5,,15.4,e,19.5,e,29.1,,68.2,
172,Gambia,0.612,,148,,597,,78.2,,10.3,,31.5,f,44.4,f,51.2,,68.0,
173,Ethiopia,0.517,,125,,401,,66.7,,37.3,,11.5,h,22.6,h,73.4,,85.8,
174,Malawi,0.565,,142,,349,,132.7,,22.9,,17.6,e,26.1,e,72.6,,81.1,
175,Congo (Democratic Republic of the),0.617,,150,,473,,124.2,,12.0,,36.7,,65.8,,60.7,,66.3,
175,Guinea-Bissau,..,,..,,667,,104.8,,13.7,,..,,..,,65.8,,78.7,
175,Liberia,0.650,,156,,661,,136.0,,11.7,,18.5,e,40.1,e,72.1,,80.6,
178,Guinea,..,,..,,576,,135.3,,22.8,,..,,..,,62.7,,60.2,
179,Yemen,0.795,,162,,164,,60.4,,1.0,,19.9,e,36.9,e,5.8,,70.2,
180,Eritrea,..,,..,,480,,52.6,,22.0,,..,,..,,71.5,,85.5,
181,Mozambique,0.523,,127,,289,,148.6,,41.2,,14.0,,19.9,,77.3,,79.0,
182,Burkina Faso,0.594,,147,,320,,104.3,,13.4,,6.1,h,12.3,h,58.3,,74.8,
182,Sierra Leone,0.644,,155,,"1,120",,112.8,,12.3,,20.1,e,33.0,e,57.3,,58.5,
184,Mali,0.671,,158,,562,,169.1,,9.5,,7.3,f,16.4,f,61.2,,80.6,
185,Burundi,0.504,,124,,548,,55.6,,38.8,,7.5,h,11.4,h,80.4,,77.8,
185,South Sudan,..,,..,,"1,150",,62.0,,26.6,,..,,..,,71.0,,73.8,
187,Chad,0.710,,160,,"1,140",,161.1,,14.9,,1.7,h,10.5,h,63.9,,77.5,
188,Central African Republic,0.680,,159,,829,,129.1,,8.6,,13.4,e,31.3,e,64.4,,79.8,
189,Niger,0.642,,154,,509,,186.5,,17.0,,4.7,,9.0,,60.6,,83.7,
,OTHER COUNTRIES OR TERRITORIES,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,..,,89,,0.3,,17.6,,..,,..,,73.4,,87.8,
,Monaco,..,,..,,..,,..,,33.3,,..,,..,,..,,..,
,Nauru,..,,..,,..,,..,,10.5,,..,,..,,..,,..,
,San Marino,..,,..,,..,,..,,25.0,,..,,..,,..,,..,
,Somalia,..,,..,,829,,100.1,,24.3,,..,,..,,21.8,,73.6,
,Tuvalu,..,,..,,..,,..,,6.3,,..,,..,,..,,..,
,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,
,Very high human development,0.173,,—,,14,,17.2,,28.3,,86.5,,88.6,,52.3,,69.1,
,High human development,0.340,,—,,62,,33.6,,24.5,,69.8,,75.1,,54.2,,75.4,
,Medium human development,0.501,,—,,161,,34.6,,20.4,,30.1,,46.3,,28.3,,77.1,
,Low human development,0.592,,—,,572,,102.8,,22.2,,17.2,,30.1,,57.7,,72.3,
,,,,,,,,,,,,,,,,,,,
,Developing countries,0.463,,—,,224,,47.2,,22.7,,53.0,,62.3,,45.6,,75.7,
,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,
,Arab States,0.518,,—,,135,,46.8,,18.0,,49.3,,55.8,,20.7,,73.0,
,East Asia and the Pacific,0.324,,—,,73,,22.1,,20.2,,69.4,,76.5,,59.2,,76.5,
,Europe and Central Asia,0.256,,—,,20,,27.8,,23.1,,79.9,,88.1,,45.0,,70.0,
,Latin America and the Caribbean,0.389,,—,,73,,63.2,,31.4,,60.4,,59.7,,52.1,,76.9,
,South Asia,0.505,,—,,149,,26.0,,17.5,,31.3,,48.4,,23.2,,77.0,
,Sub-Saharan Africa,0.570,,—,,535,,104.9,,24.0,,28.8,,39.8,,63.3,,72.7,
,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.559,,—,,412,,94.8,,22.8,,24.1,,34.6,,56.6,,78.2,
,Small island developing states,0.458,,—,,207,,57.7,,25.1,,59.1,,62.8,,51.9,,70.6,
,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.205,,—,,18,,22.9,,30.8,,84.1,,87.0,,52.1,,69.1,
,,,,,,,,,,,,,,,,,,,
,World,0.436,,—,,204,,43.3,,24.6,,61.0,,68.3,,47.2,,74.2,
,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,
,a. Estimates modelled by the International Labour Organization.,,,,,,,,,,,,,,,,,,
,b. Data are average annual estimates for 2015–2020.,,,,,,,,,,,,,,,,,,
,c. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,
,d. Based on data from OECD (2019b).,,,,,,,,,,,,,,,,,,
,e. Based on projections from Barro and Lee (2018).,,,,,,,,,,,,,,,,,,
,f. Updated by HDRO based on data from United Nations Children’s Fund Multiple Indicator Cluster Surveys for 2006–2019.,,,,,,,,,,,,,,,,,,
,g. Updated by HDRO using projections from Barro and Lee (2018).,,,,,,,,,,,,,,,,,,
,h. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for 2006–2019.,,,,,,,,,,,,,,,,,,
,i. Based on cross-country regression.,,,,,,,,,,,,,,,,,,
,j. Excludes the 36 special rotating delegates appointed on an ad hoc basis.,,,,,,,,,,,,,,,,,,
,"k. A special update by WHO, UNICEF, UNFPA, World Bank Group and United Nations Population Division (2019), communicated to HDRO on 7 September 2020.",,,,,,,,,,,,,,,,,,
,l. Refers to 2011.,,,,,,,,,,,,,,,,,,
,"m. In calculating the Gender Inequality Index, a value of 0.1 percent was used.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,
,"Gender Inequality Index: A composite measure reflecting inequality in achievement between women and men in three dimensions: reproductive health, empowerment and the labour market. See Technical note 4 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details on how the Gender Inequality Index is calculated. ",,,,,,,,,,,,,,,,,,
,"Maternal mortality ratio: Number of deaths due to pregnancy-related causes per 100,000 live births. ",,,,,,,,,,,,,,,,,,
,"Adolescent birth rate: Number of births to women ages 15–19 per 1,000 women ages 15–19. ",,,,,,,,,,,,,,,,,,
,"Share of seats in parliament: Proportion of seats held by women in the national parliament expressed as a percentage of total seats. For countries with a bicameral legislative system, the share of seats is calculated based on both houses.",,,,,,,,,,,,,,,,,,
,Population with at least some secondary education: Percentage of the population ages 25 and older that has reached (but not necessarily completed) a secondary level of education.,,,,,,,,,,,,,,,,,,
,"Labour force participation rate: Proportion of the working-age population (ages 15 and older) that engages in the labour market, either by working or actively looking for work, expressed as a percentage of the working-age population.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,
,Column 1: HDRO calculations based on data in columns 3–9.,,,,,,,,,,,,,,,,,,
,Column 2: Calculated based on data in column 1.,,,,,,,,,,,,,,,,,,
,"Column 3: WHO, UNICEF, UNFPA, World Bank Group and United Nations Population Division (2019).",,,,,,,,,,,,,,,,,,
,Column 4: UNDESA (2019a). ,,,,,,,,,,,,,,,,,,
,Column 5: IPU (2020). ,,,,,,,,,,,,,,,,,,
,Columns 6 and 7: UNESCO Institute for Statistics (2020) and Barro and Lee (2018).,,,,,,,,,,,,,,,,,,
,Columns 8 and 9: ILO (2020).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
